smiles,true_category
Brc1ccc(/C=C/c2cnc3ccccc3n2)cc1,1
Brc1ccc(C2=C(c3ccc(Br)cc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,1
Brc1ccc(C2=c3cc4c5c(c3Oc3c2cc2c6c3CCCN6CCC2)CCC[N+]=5CCC4)cc1,1
Brc1ccc(N(c2ccc(/C=C/c3ccncn3)cc2)c2ccc(/C=C/c3ccncn3)cc2)cc1,1
Brc1ccc(N/C=C/C=[NH+]c2ccc(Br)cc2)cc1,1
Brc1ccc(Nc2ccc3ccccc3n2)cc1,1
Brc1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7cc(Br)ccc7[nH]6)cc5)cc4)cc3)nc2c1,1
Brc1ccc2cc3c4ccccc4nc(-c4ccco4)c3n2c1,1
Brc1cnc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1,1
Brc1cnc(-c2ccncc2)s1,1
C#CC(CO)N(CCN(CC1=CC=CC=C1)C(CO)C#C)CC2=CC=CC=C2,1
C#CC1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C(=O)N)N3CCOCC3,0
C#CC1=CC=C(C=C1)[C@H]2C[C@H](OC(=C2)C(=O)NCC3=CC=CC=C3)OCC4=CC=C(C=C4)CO,1
C#CC1CN2CCC1CC2[C@@H](O)c1ccnc2ccc(OC)cc12,1
C#CCN1C(=C(N=C1S(=O)(=O)CC2=CC=C(C=C2)F)C3=CC=CC=C3)C4=CC=CC=C4,1
C#CCN1C(=C(N=C1S(=O)(=O)CC2=CC=CC=C2Cl)C3=CC=CC=C3)C4=CC=CC=C4,1
C#CCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,1
C#CCN1C2=CC=CC=C2C(C1=O)(CC(=O)C3=CC4=C(C=C3)OCCO4)O,1
C#CCN1C2=CC=CC=C2SC1=NC(=O)CSCC(=O)N3CCOCC3,1
C#CCNC(=O)C1=C[C@@H](C[C@@H](O1)OCC2=CC=C(C=C2)CO)C3=CC4=C(C=C3)OCO4,1
C#CCNC(=O)C1=C[C@@H](C[C@@H](O1)OCCCCO)C2=CSC3=CC=CC=C32,1
C#CCNC(=O)C1=C[C@H](C[C@H](O1)OCC2=CC=C(C=C2)CO)C3=CC=CC=C3,1
C#CCNC(=O)C1=C[C@H](C[C@H](O1)OCCCCO)C2=CC=C(C=C2)Br,1
C#CCNC(=O)C1=C[C@H](C[C@H](O1)OCCCCO)C2=COC3=CC=CC=C3C2=O,1
C#CCNC1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,1
C#CCNC1=C2C=C(c3cc4n(c3)[B-](F)(F)[N+]3=CC=CC3=C4c3c(C)cc(C)cc3C)C(C)=[N+]2[B-](F)(F)n2c(C)ccc21,1
C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,1
C#CCOC(=O)C(=C1CCCCC1)NC(=O)C2=CC=CC=C2,1
C#CCOC(=O)C1=CC=CC=C1C(=O)N2C3=CC=CC=C3N=N2,1
C#CCOC(=O)C1=CC=CC=C1C(=O)OCC#C,0
C#CCOC(=O)C1=CN=C(C=C1)N2C=NC=N2,1
C#CCOC(=O)C1=CSC2=C1SN=N2,1
C#CCOC(=O)CCCNC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],1
C#CCOC(=O)NC1=CC=CN(C1=O)CC2=C(C=CC=C2Cl)Cl,1
C#CCOC(=O)NC1=CN(C(=O)C=C1)CC2=C(C=CC=C2Cl)Cl,1
C#CCOC(=O)[C@@H](CC(=O)N)N,0
C#CCOC1=C(C=C(C=C1)Br)/C=N/O,1
C#CCOC1=NC(=NC(=N1)OCC#C)OCC#C,1
C#CCOCCCC(=O)O,0
C#CCOCCOCCOCCNC1=NC(=NC(=N1)N2CCN(CC2)C(=O)[C@H](CC3=CC4=CC=CC=C4N3)N5C=C(N=N5)[C@H](CC6=CC=C(C=C6)O)N)N7CCN(CC7)C(=O)[C@H](CCCCN)N8C=C(N=N8)[C@H](CO)N.Cl,1
C#CCOCCOCCOCCNC1=NC(=NC(=N1)N2CCN(CC2)C(=O)[C@H](CCC(=O)O)N3C=C(N=N3)C(CC4=CC=C(C=C4)O)N)N5CCN(CC5)C(=O)[C@H](CCC(=O)O)N6C=C(N=N6)C(CC7=CC=C(C=C7)O)N.Cl,1
C#CCONC(=O)C1=C(C=CC(=C1)OCC(F)(F)F)OCC(F)(F)F,1
C#CCOc1ccc(-c2cc(-c3ccccc3)c3n2[B-](F)(F)[N+]2=C(c4ccc(OCCCS(=O)(=O)[O-])cc4)C=C(c4ccccc4)C2=N3)cc1,1
C#CCOc1ccc(/C=C/C2=[N+]3C(=C(c4ccc(N(C)C)cc4)c4c(C)cc(C)n4[B-]3(F)F)C(C)=C2)cc1,1
C#CCOc1ccc(/C=C/C2=[N+]3C(=C(c4ccc(N(C)CC)cc4)c4c(C)cc(C)n4[B-]3(F)F)C(C)=C2)cc1,1
C#CCOc1ccc(/C=C/C2=[N+]3C(=C(c4ccc(N(CC)CC)cc4)c4c(C)cc(/C=C/c5ccc(OCC(=O)OC)cc5)n4[B-]3(F)F)C(C)=C2)cc1,1
C#CCOc1ccc(/C=C/C2=[N+]3C(=C(c4ccc(N(CC)CC)cc4)c4c(C)cc(/C=C/c5ccc(S(=O)(=O)O)cc5S(=O)(=O)O)n4[B-]3(F)F)C(C)=C2)cc1,1
C#CCOc1ccc(/C=C/C2=[N+]3C(=C(c4ccc(N(CC)CC)cc4)c4c(C)cc(C)n4[B-]3(F)F)C(C)=C2)cc1,1
C#CCOc1ccc(/C=C/C2=[N+]3C(=C(c4ccc(N5CCCCC5)cc4)c4c(C)cc(C)n4[B-]3(F)F)C(C)=C2)cc1,1
C#CCOc1ccc(/C=C/C2=[N+]3C(=C(c4ccccc4)c4c(C)cc(C)n4[B-]3(F)F)C(C)=C2)cc1,1
C#CCOc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(O)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1,1
C#CCSC1=C(C(=CC(=N1)C2=CC=CC=C2)C(F)(F)F)C#N,1
C#CCSC1=C(C(=NS1)SCC#C)C#N,0
C#CCSC1=C(C=CC(=N1)C2=CC=CS2)C#N,1
C#CCSC1=NC(=NC(=C1)C(F)(F)F)C2=CC=CC=N2,1
C#CCSC1=NN=C(C(=O)N1)C2=CC=CC=C2,0
C#CCSC1=NN=C(O1)C2=CC=C(C=C2)O,1
C#CCSC1=NN=C(O1)C2=CC=CC3=CC=CC=C32,0
C#CCSC1=NNC(=N1)C2=CC=CO2,0
C#CCn1c2ccccc2c2cc(/C=C/C3=[N+]4C(=C(c5ccc(I)cc5)c5c(C)c(Cl)c(/C=C/c6ccc7c(c6)c6ccccc6n7CC#C)n5[B-]4(F)F)C(C)=C3Cl)ccc21,1
C#CCn1c2ccccc2c2cc(/C=C/C3=[N+]4C(=C(c5ccc(I)cc5)c5c(C)cc(/C=C/c6ccc7c(c6)c6ccccc6n7CC#C)n5[B-]4(F)F)C(C)=C3)ccc21,1
C#CCn1c2ccccc2c2cc(/C=C/c3c(Cl)c(C)c4n3[B-](F)(F)[N+]3=C(C)C(Cl)=C(C)C3=C4c3ccc(I)cc3)ccc21,1
C#CCn1c2ccccc2c2cc(/C=C/c3cc(C)c4n3[B-](F)(F)[N+]3=C(C)C=C(C)C3=C4c3ccc(I)cc3)ccc21,1
C#C[C@@H](CCC(=O)O)N,0
C#Cc1ccc(-c2c3nc(c(-c4ccc(C#C)cc4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4cc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[nH]5)C=N4)C=C3)cc1,1
C#Cc1ccc(/C2=c3\cc/c([nH]3)=C(\c3ccc(C#C)cc3)C3=N/C(=C(/c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4cc(c[nH]4)/C(c4cc(C(C)(C)C)cc(C(C)(C)C)c4)=C4/C=CC2=N4)C=C3)cc1,1
C#Cc1ccc(C#Cc2cnc(C#Cc3ccccc3)nc2)cc1,1
C#Cc1ccc2c(C)cc(=O)oc2c1,1
C#Cc1ccc2cc(/C=C/C(=O)OCC)c(=O)oc2c1,1
C#Cc1ccc2cc3c(C)cc(=O)oc3cc2c1,1
C#Cc1ccc2ccc3cccc4ccc1c2c34,1
C#Cc1ccc2ccc3oc(=O)cc(C)c3c2c1,1
C#Cc1cccc2ccccc12,1
C(#Cc1c(C#Cc2ccccc2)c(C#Cc2ccccc2)c(C#Cc2ccccc2)c(C#Cc2ccccc2)c1C#Cc1ccccc1)c1ccccc1,1
C(#Cc1c(C#Cc2cccs2)c(C#Cc2cccs2)c(C#Cc2cccs2)c(C#Cc2cccs2)c1C#Cc1cccs1)c1cccs1,1
C(#Cc1c2ccccc2c(-c2ccccc2)c2cc3ccccc3cc12)c1ccccc1,1
C(#Cc1cc(C#Cc2ccccc2)c(C#Cc2ccccc2)c(C#Cc2ccccc2)c1C#Cc1ccccc1)c1ccccc1,1
C(#Cc1cc(C#Cc2cccs2)c(C#Cc2cccs2)c(C#Cc2cccs2)c1C#Cc1cccs1)c1cccs1,1
C(#Cc1cc2ccc3cc(C#Cc4ccccc4)cc4ccc(c1)c2c34)c1ccccc1,1
C(#Cc1cc2ccc3cccc4ccc(c1)c2c34)c1ccccc1,1
C(#Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccc(-c2nc(-c3ccc(C#Cc4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)nc(-c3ccc(C#Cc4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)n2)cc1,1
C(#Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccccc1,1
C(#Cc1ccc(C#Cc2ccc(C#Cc3ccccc3)cc2)cc1)c1ccccc1,1
C(#Cc1ccc(C#Cc2ccccc2)cc1)c1ccccc1,1
C(#Cc1ccc(N(c2ccc(C#Cc3ccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)c4)cc3)cc2)c2ccc(C#Cc3ccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)c4)cc3)cc2)cc1)c1ccc(-c2cc(-c3ccccc3)nc(-c3ccccc3)c2)cc1,1
C(#Cc1ccc2c(c1)c1cc(C#Cc3ccccc3)ccc1n2-c1cc2ccccc2c2ccccc12)c1ccccc1,1
C(#Cc1ccc2ccc3cccc4ccc1c2c34)c1ccccc1,1
C(#Cc1ccc2ncsc2c1)c1ccc(N(c2ccc(C#Cc3ccc4ncsc4c3)cc2)c2ccc(C#Cc3ccc4ncsc4c3)cc2)cc1,1
C(#Cc1ccc2ncsc2c1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,1
C(#Cc1cccc(C#Cc2ccc(-n3c4ccccc4c4ccccc43)cc2)c1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,1
C(#Cc1cccc2cc(-c3ccccc3)c3cc(-c4cc[b-]5c(c4)c(-c4ccccc4)cc4cccc(C#Cc6ccccc6)[n+]54)cc[b-]3[n+]12)c1ccccc1,1
C(#Cc1cccc2ccccc12)c1ncc(-c2ccccc2)o1,1
C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1ccc(-c2ccc(C=C(C#Cc3ccccc3)C#Cc3ccccc3)cc2)cc1,1
C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1ccc(C=C(C#Cc2ccccc2)C#Cc2ccccc2)cc1,1
C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1ccc(C=C(C#Cc2ccccc2)C#Cc2ccccc2)s1,1
C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1ccc2cc(C=C(C#Cc3ccccc3)C#Cc3ccccc3)ccc2c1,1
C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1cccc(C=C(C#Cc2ccccc2)C#Cc2ccccc2)c1,1
C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1ccccc1,1
C(#Cc1ccccc1)C1=Cc2ccc3ccccc3c2NB1c1ccccc1,1
C(#Cc1ccccc1)c1ccccc1,1
C(#Cc1ccccc1C#Cc1ccccc1)c1ccccc1,1
C(#Cc1cccs1)C(C#Cc1cccs1)=Cc1ccc(C=C(C#Cc2cccs2)C#Cc2cccs2)cc1,1
C(#Cc1cccs1)C(C#Cc1cccs1)=Cc1ccc(C=C(C#Cc2cccs2)C#Cc2cccs2)s1,1
C(#Cc1ccncc1)C(C#Cc1ccncc1)=Cc1ccc(C=C(C#Cc2ccncc2)C#Cc2ccncc2)cc1,1
C(#Cc1ccncc1)C(C#Cc1ccncc1)=Cc1ccc(C=C(C#Cc2ccncc2)C#Cc2ccncc2)s1,1
C(#Cc1cnc(C#Cc2ccccc2)nc1)c1ccccc1,1
C(#Cc1nc(C#Cc2ccccc2)c(C#Cc2ccccc2)c(C#Cc2ccccc2)c1C#Cc1ccccc1)c1ccccc1,1
C(#Cc1nc(C#Cc2cccs2)c(C#Cc2cccs2)c(C#Cc2cccs2)c1C#Cc1cccs1)c1cccs1,1
C(#Cc1nc2ccccc2s1)c1ccc(N(c2ccc(C#Cc3nc4ccccc4s3)cc2)c2ccc(C#Cc3nc4ccccc4s3)cc2)cc1,1
C(#Cc1nc2ccccc2s1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,1
C(#Cc1ncc(-c2ccccc2)o1)c1cccnc1,1
C(#Cc1nccnc1C#Cc1ccccc1)c1ccccc1,1
C(#Cc1ncnc2ccccc12)c1ccc(N(c2ccccc2)c2ccccc2)cc1,1
C(/C(=C\C(=O)O)/C(=O)O)C(=O)O,0
C(/C(=N/O)/N)C/C(=N/O)/N,0
C(/C=C/C1=[NH+]c2cccc3cccc1c23)=c1/[nH]c2cccc3cccc1c32,1
C(/C=C/Nc1cccc2ccccc12)=[NH+]c1cccc2ccccc12,1
C(/C=C/Nc1ccccc1)=[NH+]c1ccccc1,1
C(/C=C/c1cc2c3c(c1)CCCN3CCC2)=C\c1ccncc1,1
C(/C=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)=C\c1ccncc1,1
C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)=C\c1ccncc1,1
C(/C=C/c1ccc2ncnc(Nc3ccccc3)c2c1)=C\c1ccccc1,1
C(/C=C\C(=O)O)N,0
C(/C=C\CC(=O)N)C(=O)N,0
C(/C=C\CC(=O)O)C(=O)O,0
C(=C(c1ccccc1)c1ccccc1)c1ccc(-c2cc(-c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)c(-c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)cc2-c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)cc1,1
C(=C(c1ccccc1)c1ccccc1)c1ccc(-c2cc(-c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)cc(-c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)c2)cc1,1
C(=C(c1ccccc1)c1ccccc1)c1ccc(-c2ccc(-c3nc4c5ccccc5c5ccccc5c4n3-c3cccc(-c4ccc(C=C(c5ccccc5)c5ccccc5)cc4)c3)cc2)cc1,1
C(=C(c1ccccc1)c1ccccc1)c1ccc(-c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)cc1,1
C(=C(c1ccccc1)c1ccccc1)c1ccc(C=C(c2ccccc2)c2ccccc2)cc1,1
C(=C/c1c2ccccc2cc2ccccc12)\c1c2ccccc2cc2ccccc12,1
C(=C/c1c2ccccc2cc2ccccc12)\c1ccc(Oc2ccc3ccccc3c2-c2c(Oc3ccc(/C=C/c4c5ccccc5cc5ccccc45)cc3)ccc3ccccc23)cc1,1
C(=C/c1c2ccccc2cc2ccccc12)\c1ccc2ccccc2c1,1
C(=C/c1c2ccccc2cc2ccccc12)\c1ccc2ccccc2n1,1
C(=C/c1c2ccccc2cc2ccccc12)\c1cccc2ccccc12,1
C(=C/c1c2ccccc2cc2ccccc12)\c1ccccc1,1
C(=C/c1c2ccccc2cc2ccccc12)\c1cnc2ccccc2c1,1
C(=C/c1c[nH]c2ccc(Oc3ccccc3)cc12)\C1=[NH+]c2cccc3cccc1c23,1
C(=C/c1c[nH]c2ccccc12)\c1cc[n+]2ccc(/C=C/c3c[nH]c4ccccc34)cc2c1,1
C(=C/c1c[nH]cn1)\c1cc[n+]2ccc(/C=C/c3c[nH]cn3)cc2c1,1
C(=C/c1cc(-c2ccc3ccccc3c2)c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1-c1ccc2ccccc2c1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,1
C(=C/c1cc(-c2ccccc2)c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1-c1ccccc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,1
C(=C/c1cc(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)c1)\c1ccc(-n2c3ccccc3c3ccccc32)cc1,1
C(=C/c1cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)nc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)n1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,1
C(=C/c1cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)ncn1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,1
C(=C/c1cc2ccccc2c2ccccc12)\c1c2ccccc2cc2ccccc12,1
C(=C/c1cc2ccccc2c2ccccc12)\c1cc2ccccc2c2ccccc12,1
C(=C/c1cc[n+](Cc2ccccc2)cc1)\c1cc[n+](Cc2ccccc2)cc1,1
C(=C/c1cc[n+]2ccc(/C=C/c3cc[nH]c3)cc2c1)\c1cc[nH]c1,1
C(=C/c1cc[n+]2ccc(/C=C/c3ccsc3)cc2c1)\c1ccsc1,1
C(=C/c1ccc(-c2ccc(/C=C/c3ccc(-n4c5ccccc5c5ccccc54)cc3)s2)s1)\c1ccc(-n2c3ccccc3c3ccccc32)cc1,1
C(=C/c1ccc(-c2cccc3ccccc23)s1)\c1ccc(-c2cccc3ccccc23)s1,1
C(=C/c1ccc(-c2cccc3ccccc23)s1)\c1cccs1,1
C(=C/c1ccc(-c2ccccc2)cc1)\c1ccc(Oc2ccc3ccccc3c2-c2c(Oc3ccc(/C=C/c4ccc(-c5ccccc5)cc4)cc3)ccc3ccccc23)cc1,1
C(=C/c1ccc(-c2ccncc2)cc1)\c1ccc(-c2ccncc2)cc1,1
C(=C/c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1)\c1ccncc1,1
C(=C/c1ccc(-c2nnc(-c3ccc(/C=C/c4ccc(-c5nc(-c6ccccc6)c(-c6ccccc6)[nH]5)cc4)cc3)o2)cc1)\c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,1
C(=C/c1ccc(-c2nnc(-c3ccccc3)o2)cc1)\c1ccc(-c2nnc(-c3ccccc3)o2)cc1,1
C(=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)\c1ccc(-c2ccc(/C=C/c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)cc1,1
C(=C/c1ccc(/C=C/c2c3ccccc3cc3ccccc23)cc1)\c1ccncc1,1
C(=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc12)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,1
C(=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)\c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,1
C(=C/c1ccc(/C=C/c2cccs2)s1)\c1cccs1,1
C(=C/c1ccc(N(c2ccc(/C=C/c3ccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)c4)cc3)cc2)c2ccc(/C=C/c3ccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)c4)cc3)cc2)cc1)\c1ccc(-c2cc(-c3ccccc3)nc(-c3ccccc3)c2)cc1,1
C(=C/c1ccc(N(c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(-c3nc4ccccc4nc3-c3ccc(N(c4ccc(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)c4ccc(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)cc3)cc2)cc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,1
C(=C/c1ccc(N(c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(/C=C/c3ccc(/C=C/c4ccc(N(c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)cc4)c4nsnc34)cc2)cc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,1
C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1,1
C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(-c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,1
C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(-c2nc(-c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)nc(-c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)n2)cc1,1
C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,1
C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccccc1,1
C(=C/c1ccc(Nc2ccccc2)cc1)\c1ccccc1,1
C(=C/c1ccc2ccccc2c1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,1
C(=C/c1ccc2ccccc2c1)\c1ccc(Nc2ccccc2)cc1,1
C(=C/c1ccc2ncnc(Nc3ccccc3)c2c1)\c1ccccc1,1
C(=C/c1cccc(/C=C/c2c3ccccc3cc3ccccc23)c1)\c1ccncc1,1
C(=C/c1cccc2ccccc12)\c1ccc(-c2nnc(-c3ccc(-c4cc5ccccc5s4)cc3)o2)cc1,1
C(=C/c1cccc2ccccc12)\c1ccc(Oc2ccc3ccccc3c2-c2c(Oc3ccc(/C=C/c4cccc5ccccc45)cc3)ccc3ccccc23)cc1,1
C(=C/c1cccc2ccccc12)\c1ncc(-c2ccccc2)o1,1
C(=C/c1ccccc1)\c1ccccc1,1
C(=C/c1ccccc1/C=C/c1c2ccccc2cc2ccccc12)\c1ccncc1,1
C(=C/c1ccccn1)\c1ccc(N(c2ccc(/C=C/c3ccccn3)cc2)c2ccc(-c3nc4ccccc4nc3-c3ccc(N(c4ccc(/C=C/c5ccccn5)cc4)c4ccc(/C=C/c5ccccn5)cc4)cc3)cc2)cc1,1
C(=C/c1cccnc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,1
C(=C/c1cccnc1)\c1ccc(Nc2ccccc2)cc1,1
C(=C/c1ccnc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)n1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,1
C(=C/c1ccnc2ccccc12)\c1c2ccccc2cc2ccccc12,1
C(=C/c1ccnc2ccccc12)\c1ccc(/C=C/c2ccnc3ccccc23)cc1,1
C(=C/c1ccncn1)\c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,1
C(=C/c1ccncn1)\c1ccc(-c2ccco2)cc1,1
C(=C/c1ccncn1)\c1ccc(N(c2ccccc2)c2ccc(/C=C/c3ccncn3)cc2)cc1,1
C(=C/c1ccncn1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,1
C(=C/c1ccncn1)\c1ccc(N2CCCCC2)cc1,1
C(=C/c1cnc2ccccc2n1)\c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,1
C(=C/c1cnc2ccccc2n1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,1
C(=C/c1cnc2ccccc2n1)\c1ccc(N2CCCCC2)cc1,1
C(=C/c1cnccn1)\c1ccc(N(c2ccccc2)c2ccc(/C=C/c3cnccn3)cc2)cc1,1
C(=C/c1cnccn1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,1
C(=C/c1nc(-c2ccccc2)[nH]c1/C=C/c1ccccc1)\c1ccccc1,1
C(=C/c1nc(-c2ccccc2)c2ccccn12)\c1nc(-c2ccccc2)c2ccccn12,1
C(=C/c1nc(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)nc(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1)\c1ccc(-n2c3ccccc3c3ccccc32)cc1,1
C(=C/c1nc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)n1)\c1ccccc1,1
C(=C/c1nc2c(c(N3CCOCC3)n1)CCCC2)\c1ccccc1,1
